Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y
Away,RECOVERY,,1,27994,1119.76,27994,1119.76,Player25,,-54.06,6.799999999999999,,
Away,BALL LOST,GOAL KICK-INTERCEPTION,1,27994,1119.76,28158,1126.32,Player25,,-54.06,6.799999999999999,11.659999999999998,-17.0
Home,CHALLENGE,AERIAL-WON,1,28158,1126.32,28158,1126.32,Player4,,14.840000000000002,-13.599999999999998,,
Home,RECOVERY,INTERCEPTION,1,28158,1126.32,28158,1126.32,Player4,,14.840000000000002,-13.599999999999998,,
Home,BALL LOST,HEAD-INTERCEPTION,1,28158,1126.32,28197,1127.88,Player4,,14.840000000000002,-13.599999999999998,4.240000000000004,-12.240000000000004
Away,CHALLENGE,AERIAL-LOST,1,28158,1126.32,28158,1126.32,Player24,,13.780000000000001,-12.919999999999996,,
Away,RECOVERY,INTERCEPTION,1,28193,1127.72,28193,1127.72,Player21,,3.180000000000003,-10.880000000000003,,
Away,BALL LOST,INTERCEPTION,1,28237,1129.48,28245,1129.8,Player21,,3.180000000000003,-15.639999999999999,6.360000000000006,-14.279999999999998
Home,RECOVERY,INTERCEPTION,1,28242,1129.68,28242,1129.68,Player7,,6.360000000000006,-16.32,,
Home,PASS,,1,28248,1129.92,28287,1131.48,Player7,Player10,6.360000000000006,-17.0,3.180000000000003,-23.119999999999997
Home,CHALLENGE,GROUND-WON,1,28287,1131.48,28287,1131.48,Player10,,3.180000000000003,-23.119999999999997,,
Away,CHALLENGE,TACKLE-WON,1,28335,1133.4,28335,1133.4,Player19,,7.419999999999995,-27.200000000000003,,
Away,RECOVERY,THEFT,1,28335,1133.4,28335,1133.4,Player19,,7.419999999999995,-27.200000000000003,,
Away,PASS,,1,28338,1133.52,28363,1134.52,Player19,Player21,6.360000000000006,-27.200000000000003,4.240000000000004,-25.84
Home,CHALLENGE,TACKLE-LOST,1,28341,1133.64,28341,1133.64,Player10,,5.300000000000004,-27.880000000000003,,
Home,BALL LOST,THEFT,1,28341,1133.64,28341,1133.64,Player10,,5.300000000000004,-27.880000000000003,,
Away,PASS,,1,28363,1134.52,28385,1135.4,Player21,Player24,4.240000000000004,-25.84,15.900000000000002,-20.400000000000002
Away,BALL LOST,INTERCEPTION,1,28385,1135.4,28429,1137.16,Player24,,15.900000000000002,-20.400000000000002,23.319999999999997,-13.599999999999998
Home,RECOVERY,INTERCEPTION,1,28432,1137.28,28432,1137.28,Player3,,21.199999999999996,-11.560000000000002,,
Home,PASS,,1,28432,1137.28,28461,1138.44,Player3,Player9,21.199999999999996,-11.560000000000002,4.240000000000004,5.440000000000001
Home,PASS,,1,28461,1138.44,28487,1139.48,Player9,Player5,4.240000000000004,5.440000000000001,12.719999999999999,1.3600000000000012
Home,PASS,,1,28487,1139.48,28519,1140.76,Player5,Player6,12.719999999999999,1.3600000000000012,11.659999999999998,-2.040000000000002
Away,CHALLENGE,TACKLE-FAULT-LOST,1,28518,1140.72,28518,1140.72,Player24,,11.659999999999998,-2.040000000000002,,
Home,CHALLENGE,GROUND-FAULT-WON,1,28519,1140.76,28519,1140.76,Player6,,11.659999999999998,-2.040000000000002,,
Home,FAULT RECEIVED,,1,28547,1141.88,28547,1141.88,Player6,,10.599999999999998,-4.080000000000004,,
Home,SET PIECE,FREE KICK,1,28650,1146.0,28650,1146.0,Player6,,,,,
Home,PASS,,1,28650,1146.0,28689,1147.56,Player6,Player4,10.599999999999998,-4.759999999999996,11.659999999999998,-18.36
Home,PASS,,1,28719,1148.76,28754,1150.16,Player4,Player8,7.419999999999995,-21.080000000000005,-5.299999999999999,-31.959999999999997
Home,PASS,,1,28812,1152.48,28834,1153.36,Player8,Player6,-5.299999999999999,-26.52,-2.120000000000002,-17.0
Home,PASS,,1,29012,1160.48,29049,1161.96,Player6,Player2,3.180000000000003,-2.7200000000000024,7.419999999999995,16.32
Home,PASS,,1,29069,1162.76,29111,1164.44,Player2,Player3,6.360000000000006,17.68,10.599999999999998,-4.759999999999996
Home,PASS,,1,29136,1165.44,29169,1166.76,Player3,Player4,9.539999999999997,-5.439999999999998,6.360000000000006,-19.040000000000003
Home,PASS,,1,29240,1169.6,29272,1170.88,Player4,Player3,4.240000000000004,-22.439999999999998,14.840000000000002,-7.479999999999999
Home,PASS,,1,29311,1172.44,29362,1174.48,Player3,Player2,14.840000000000002,-6.799999999999999,12.719999999999999,16.32
Home,PASS,,1,29362,1174.48,29393,1175.72,Player2,Player5,12.719999999999999,16.32,8.479999999999995,25.84
Home,PASS,,1,29439,1177.56,29457,1178.28,Player5,Player9,6.360000000000006,27.880000000000003,-8.480000000000002,23.799999999999997
Home,PASS,,1,29457,1178.28,29481,1179.24,Player9,Player6,-8.480000000000002,23.799999999999997,1.060000000000001,17.68
Home,PASS,,1,29524,1180.96,29584,1183.36,Player6,Player8,-2.120000000000002,15.639999999999999,-24.38,-29.919999999999995
Home,PASS,,1,29699,1187.96,29737,1189.48,Player8,Player4,-43.46,-21.759999999999998,-29.680000000000003,-14.279999999999998
Home,SHOT,ON TARGET-SAVED,1,29754,1190.16,29777,1191.08,Player4,,-31.799999999999997,-13.599999999999998,-53.0,-2.7200000000000024
Away,RECOVERY,SAVED,1,29780,1191.2,29780,1191.2,Player25,,-50.879999999999995,-4.080000000000004,,
Away,BALL LOST,,1,29780,1191.2,29827,1193.08,Player25,,-50.879999999999995,-4.080000000000004,-53.0,-8.16
Home,RECOVERY,,1,29831,1193.24,29831,1193.24,Player10,,-51.94,-9.520000000000001,,
Home,BALL LOST,OFFSIDE,1,29845,1193.8,29845,1193.8,Player10,,-53.0,-12.919999999999996,,
Away,SET PIECE,FREE KICK,1,30390,1215.6,30390,1215.6,Player25,,,,,
Away,PASS,,1,30390,1215.6,30432,1217.28,Player25,Player16,-44.519999999999996,-5.439999999999998,-33.92,-17.0
Away,PASS,,1,30563,1222.52,30608,1224.32,Player16,Player17,-27.560000000000002,-11.560000000000002,-30.740000000000002,10.879999999999999
Away,PASS,,1,30633,1225.32,30665,1226.6,Player17,Player18,-30.740000000000002,11.559999999999999,-20.14,28.56
Away,PASS,,1,30749,1229.96,30792,1231.68,Player18,Player17,-18.02,25.84,-26.5,10.200000000000001
Away,PASS,,1,30873,1234.92,30913,1236.52,Player17,Player15,-21.200000000000003,1.3600000000000012,-15.900000000000002,-27.880000000000003
Away,PASS,,1,30958,1238.32,30965,1238.6,Player15,Player19,-15.900000000000002,-29.919999999999995,-3.180000000000003,-35.36
Home,RECOVERY,THEFT,1,30991,1239.64,30991,1239.64,Player4,,-6.359999999999999,-32.64,,
Away,BALL LOST,THEFT,1,30993,1239.72,30993,1239.72,Player19,,-6.359999999999999,-32.64,,
Away,CHALLENGE,GROUND-LOST,1,31027,1241.08,31027,1241.08,Player19,,-12.719999999999999,-31.959999999999997,,
Home,CHALLENGE,GROUND-WON,1,31033,1241.32,31033,1241.32,Player4,,-14.840000000000002,-32.64,,
Home,PASS,,1,31199,1247.96,31236,1249.44,Player4,Player10,-37.099999999999994,-19.720000000000002,-28.62,-13.599999999999998
Home,PASS,,1,31246,1249.84,31281,1251.24,Player10,Player9,-28.62,-13.599999999999998,-25.439999999999998,-2.7200000000000024
Home,BALL LOST,INTERCEPTION,1,31295,1251.8,31335,1253.4,Player9,,-25.439999999999998,-2.040000000000002,-28.62,17.0
Away,RECOVERY,INTERCEPTION,1,31336,1253.44,31336,1253.44,Player18,,-31.799999999999997,14.959999999999997,,
Home,CHALLENGE,TACKLE-WON,1,31351,1254.04,31351,1254.04,Player1,,-25.439999999999998,17.68,,
Home,RECOVERY,THEFT,1,31351,1254.04,31351,1254.04,Player1,,-25.439999999999998,17.68,,
Away,CHALLENGE,TACKLE-LOST,1,31355,1254.2,31355,1254.2,Player18,,-27.560000000000002,16.32,,
Away,BALL LOST,THEFT,1,31355,1254.2,31355,1254.2,Player18,,-27.560000000000002,16.32,,
Home,PASS,,1,31360,1254.4,31380,1255.2,Player1,Player5,-25.439999999999998,17.0,-26.5,8.84
Home,PASS,,1,31380,1255.2,31433,1257.32,Player5,Player6,-26.5,8.84,-9.540000000000003,9.520000000000001
Home,PASS,,1,31433,1257.32,31462,1258.48,Player6,Player4,-9.540000000000003,9.520000000000001,-14.840000000000002,-8.84
Home,CHALLENGE,TACKLE-FAULT-WON,1,31538,1261.52,31538,1261.52,Player4,,-15.900000000000002,-0.0,,
Away,CHALLENGE,TACKLE-FAULT-LOST,1,31540,1261.6,31540,1261.6,Player19,,-15.900000000000002,0.6800000000000006,,
Home,FAULT RECEIVED,,1,31578,1263.12,31578,1263.12,Player4,,-20.14,2.719999999999999,,
Away,CARD,YELLOW,1,31785,1271.4,31785,1271.4,Player19,,,,,
Home,SET PIECE,FREE KICK,1,32852,1314.08,32852,1314.08,Player9,,,,,
Home,BALL LOST,INTERCEPTION,1,32852,1314.08,32900,1316.0,Player9,,-15.900000000000002,0.6800000000000006,-40.28,6.120000000000002
Away,RECOVERY,INTERCEPTION,1,32902,1316.08,32902,1316.08,Player23,,-40.28,2.040000000000002,,
Away,BALL LOST,CLEARANCE,1,32902,1316.08,33047,1321.88,Player23,,-40.28,2.040000000000002,-8.480000000000002,-26.52
Home,RECOVERY,,1,33049,1321.96,33049,1321.96,Player6,,-5.299999999999999,-27.880000000000003,,
Home,PASS,,1,33049,1321.96,33081,1323.24,Player6,Player4,-5.299999999999999,-27.880000000000003,8.479999999999995,-14.279999999999998
Home,PASS,,1,33138,1325.52,33173,1326.92,Player4,Player6,8.479999999999995,-15.639999999999999,4.240000000000004,-23.119999999999997
Home,PASS,,1,33260,1330.4,33298,1331.92,Player6,Player2,1.060000000000001,-19.720000000000002,12.719999999999999,2.040000000000002
Home,PASS,,1,33298,1331.92,33329,1333.16,Player2,Player4,12.719999999999999,2.040000000000002,16.960000000000004,-14.959999999999997
Home,PASS,,1,33376,1335.04,33427,1337.08,Player4,Player7,16.960000000000004,-19.720000000000002,-18.02,-20.400000000000002
Away,CHALLENGE,AERIAL-LOST,1,33425,1337.0,33425,1337.0,Player16,,-18.02,-21.080000000000005,,
Home,CHALLENGE,AERIAL-WON,1,33427,1337.08,33427,1337.08,Player7,,-18.02,-20.400000000000002,,
Home,PASS,HEAD,1,33427,1337.08,33446,1337.84,Player7,Player9,-18.02,-20.400000000000002,-13.780000000000001,-17.68
Home,CHALLENGE,TACKLE-LOST,1,33468,1338.72,33468,1338.72,Player9,,-15.900000000000002,-18.36,,
Home,BALL LOST,THEFT,1,33468,1338.72,33468,1338.72,Player9,,-15.900000000000002,-18.36,,
Away,CHALLENGE,TACKLE-WON,1,33475,1339.0,33475,1339.0,Player21,,-15.900000000000002,-18.36,,
Away,RECOVERY,THEFT,1,33475,1339.0,33475,1339.0,Player21,,-15.900000000000002,-18.36,,
Away,PASS,,1,33526,1341.04,33551,1342.04,Player21,Player20,-15.900000000000002,-19.040000000000003,-15.900000000000002,-9.520000000000001
Away,CHALLENGE,TACKLE-LOST,1,33556,1342.24,33556,1342.24,Player20,,-15.900000000000002,-8.84,,
Away,BALL LOST,THEFT,1,33556,1342.24,33556,1342.24,Player20,,-15.900000000000002,-8.84,,
Home,RECOVERY,INTERCEPTION,1,33560,1342.4,33560,1342.4,Player5,,-14.840000000000002,-7.479999999999999,,
Home,BALL LOST,,1,33560,1342.4,33612,1344.48,Player5,,-14.840000000000002,-7.479999999999999,-26.5,0.6800000000000006
Away,RECOVERY,,1,33612,1344.48,33612,1344.48,Player17,,-23.319999999999997,-2.040000000000002,,
Away,PASS,,1,33612,1344.48,33665,1346.6,Player17,Player18,-23.319999999999997,-2.040000000000002,-18.02,19.720000000000002
Away,PASS,,1,33725,1349.0,33750,1350.0,Player18,Player20,-8.480000000000002,22.439999999999998,-11.659999999999998,14.280000000000001
Away,BALL OUT,,1,33803,1352.12,33908,1356.32,Player20,,-5.299999999999999,12.92,54.06,19.720000000000002
Home,RECOVERY,,1,34646,1385.84,34646,1385.84,Player11,,48.76,-7.479999999999999,,
Home,PASS,GOAL KICK,1,34646,1385.84,34682,1387.28,Player11,Player4,48.76,-7.479999999999999,34.98,-25.16
Home,BALL LOST,,1,34747,1389.88,34867,1394.68,Player4,,33.919999999999995,-28.560000000000002,-41.34,-18.36
Away,RECOVERY,,1,34872,1394.88,34872,1394.88,Player25,,-40.28,-17.68,,
Away,PASS,,1,34917,1396.68,35008,1400.32,Player25,Player18,-40.28,-14.279999999999998,-8.480000000000002,20.4
Home,CHALLENGE,GROUND-ADVANTAGE-LOST,1,35113,1404.52,35113,1404.52,Player5,,1.060000000000001,25.84,,
Away,CHALLENGE,TACKLE-ADVANTAGE-WON,1,35116,1404.64,35116,1404.64,Player18,,0.0,25.84,,
Away,PASS,,1,35120,1404.8,35185,1407.4,Player18,Player20,-1.060000000000001,25.84,-10.599999999999998,12.24
Away,PASS,,1,35262,1410.48,35292,1411.68,Player20,Player21,-13.780000000000001,12.92,-8.480000000000002,3.3999999999999995
Away,PASS,,1,35355,1414.2,35397,1415.88,Player21,Player18,-7.420000000000001,15.639999999999999,8.479999999999995,32.64
Away,PASS,,1,35434,1417.36,35459,1418.36,Player18,Player21,8.479999999999995,30.6,-1.060000000000001,24.48
Away,PASS,,1,35596,1423.84,35628,1425.12,Player21,Player18,3.180000000000003,11.559999999999999,15.900000000000002,28.56
Away,PASS,,1,35654,1426.16,35674,1426.96,Player18,Player22,19.080000000000005,28.56,23.319999999999997,31.959999999999997
Away,PASS,,1,35743,1429.72,35821,1432.84,Player22,Player19,18.020000000000003,20.4,39.22,-27.880000000000003
Away,PASS,,1,35899,1435.96,35917,1436.68,Player19,Player15,41.34,-30.599999999999998,29.680000000000003,-29.919999999999995
Away,PASS,,1,35924,1436.96,35951,1438.04,Player15,Player20,29.680000000000003,-29.240000000000002,29.680000000000003,-17.68
Away,PASS,,1,35951,1438.04,35983,1439.32,Player20,Player15,29.680000000000003,-17.68,37.099999999999994,-28.560000000000002
Away,BALL LOST,CROSS-INTERCEPTION,1,35983,1439.32,36025,1441.0,Player15,,37.099999999999994,-28.560000000000002,48.76,6.120000000000002
Home,RECOVERY,INTERCEPTION,1,36022,1440.88,36022,1440.88,Player1,,47.699999999999996,4.08,,
Home,BALL OUT,HEAD,1,36022,1440.88,36121,1444.84,Player1,,47.699999999999996,4.08,46.63999999999999,34.68
Away,SET PIECE,THROW IN,1,36216,1448.64,36216,1448.64,Player24,,,,,
Away,PASS,,1,36216,1448.64,36302,1452.08,Player24,Player18,47.699999999999996,36.04,22.259999999999998,26.52
Away,PASS,,1,36344,1453.76,36369,1454.76,Player18,Player22,23.319999999999997,25.16,33.919999999999995,32.64
Away,BALL LOST,INTERCEPTION,1,36398,1455.92,36428,1457.12,Player22,,33.919999999999995,33.32,37.099999999999994,19.040000000000003
Home,RECOVERY,INTERCEPTION,1,36423,1456.92,36423,1456.92,Player6,,38.16,20.4,,
Home,PASS,,1,36441,1457.64,36476,1459.04,Player6,Player1,38.16,18.36,40.28,29.24
Home,PASS,,1,36476,1459.04,36501,1460.04,Player1,Player5,40.28,29.24,31.800000000000004,28.56
Home,CHALLENGE,GROUND-FAULT-LOST,1,36512,1460.48,36512,1460.48,Player5,,30.740000000000002,29.92,,
Away,CHALLENGE,TACKLE-FAULT-LOST,1,36521,1460.84,36521,1460.84,Player18,,29.680000000000003,29.92,,
Home,FAULT RECEIVED,,1,36538,1461.52,36538,1461.52,Player5,,28.62,31.28,,
Home,SET PIECE,FREE KICK,1,37241,1489.64,37241,1489.64,Player2,,,,,
Home,BALL LOST,,1,37241,1489.64,37375,1495.0,Player2,,24.38,27.200000000000003,-34.98,17.0
Away,RECOVERY,INTERCEPTION,1,37376,1495.04,37376,1495.04,Player18,,-31.799999999999997,17.0,,
Away,PASS,,1,37376,1495.04,37415,1496.6,Player18,Player25,-31.799999999999997,17.0,-46.64,2.719999999999999
Away,BALL OUT,,1,37458,1498.32,37618,1504.72,Player25,,-44.519999999999996,-4.080000000000004,31.800000000000004,-34.0
Home,CHALLENGE,GROUND,1,37610,1504.4,37610,1504.4,Player3,,29.680000000000003,-34.0,,
Home,SET PIECE,THROW IN,1,38287,1531.48,38287,1531.48,Player4,,,,,
Home,PASS,,1,38287,1531.48,38318,1532.72,Player4,Player7,28.62,-34.0,14.840000000000002,-30.599999999999998
Home,CHALLENGE,AERIAL-WON,1,38318,1532.72,38318,1532.72,Player7,,14.840000000000002,-30.599999999999998,,
Home,BALL LOST,HEAD,1,38318,1532.72,38375,1535.0,Player7,,14.840000000000002,-30.599999999999998,2.120000000000002,-28.560000000000002
Away,CHALLENGE,AERIAL-LOST,1,38322,1532.88,38322,1532.88,Player19,,13.780000000000001,-31.279999999999998,,
Away,RECOVERY,INTERCEPTION,1,38374,1534.96,38374,1534.96,Player16,,2.120000000000002,-27.200000000000003,,
Away,PASS,HEAD,1,38374,1534.96,38394,1535.76,Player16,Player21,2.120000000000002,-27.200000000000003,7.419999999999995,-26.52
Away,PASS,,1,38451,1538.04,38514,1540.56,Player21,Player20,3.180000000000003,-27.880000000000003,-5.299999999999999,-10.200000000000001
Away,PASS,,1,38514,1540.56,38576,1543.04,Player20,Player17,-5.299999999999999,-10.200000000000001,-8.480000000000002,11.559999999999999
Away,BALL OUT,,1,38609,1544.36,38732,1549.28,Player17,,-5.299999999999999,19.720000000000002,28.62,35.36
Home,SET PIECE,THROW IN,1,39124,1564.96,39124,1564.96,Player1,,,,,
Home,PASS,,1,39124,1564.96,39160,1566.4,Player1,Player9,27.560000000000002,34.68,20.139999999999993,32.64
Home,PASS,,1,39160,1566.4,39207,1568.28,Player9,Player1,20.139999999999993,32.64,32.86000000000001,32.64
Home,PASS,,1,39207,1568.28,39239,1569.56,Player1,Player2,32.86000000000001,32.64,41.34,23.799999999999997
Home,BALL LOST,,1,39239,1569.56,39276,1571.04,Player2,,41.34,23.799999999999997,14.840000000000002,29.24
Away,RECOVERY,INTERCEPTION,1,39274,1570.96,39274,1570.96,Player20,,14.840000000000002,25.16,,
Away,CHALLENGE,GROUND-FAULT-WON,1,39313,1572.52,39313,1572.52,Player20,,12.719999999999999,27.880000000000003,,
Home,CHALLENGE,GROUND-FAULT-LOST,1,39348,1573.92,39348,1573.92,Player7,,10.599999999999998,28.56,,
Away,FAULT RECEIVED,,1,39373,1574.92,39373,1574.92,Player20,,6.360000000000006,26.52,,
Away,SET PIECE,FREE KICK,1,39653,1586.12,39653,1586.12,Player20,,,,,
Away,PASS,,1,39653,1586.12,39703,1588.12,Player20,Player17,7.419999999999995,23.799999999999997,-1.060000000000001,15.639999999999999
Away,PASS,,1,39720,1588.8,39742,1589.68,Player17,Player21,-1.060000000000001,14.280000000000001,6.360000000000006,4.760000000000001
Away,PASS,,1,39742,1589.68,39777,1591.08,Player21,Player17,6.360000000000006,4.760000000000001,-4.2399999999999975,10.200000000000001
Away,PASS,,1,39803,1592.12,39828,1593.12,Player17,Player20,-5.299999999999999,9.520000000000001,0.0,21.76
Away,PASS,,1,39916,1596.64,39942,1597.68,Player20,Player18,9.539999999999997,21.76,21.199999999999996,31.959999999999997
Away,BALL LOST,INTERCEPTION,1,39942,1597.68,39952,1598.08,Player18,,21.199999999999996,31.959999999999997,16.960000000000004,30.6
Home,RECOVERY,INTERCEPTION,1,39951,1598.04,39951,1598.04,Player1,,24.38,29.24,,
Home,BALL OUT,,1,39951,1598.04,39998,1599.92,Player1,,24.38,29.24,21.199999999999996,35.36
Away,SET PIECE,THROW IN,1,40082,1603.28,40082,1603.28,Player18,,,,,
Away,PASS,,1,40082,1603.28,40100,1604.0,Player18,Player20,24.38,36.04,14.840000000000002,31.28
Away,PASS,,1,40154,1606.16,40171,1606.84,Player20,Player22,14.840000000000002,27.200000000000003,18.020000000000003,13.600000000000001
Away,BALL LOST,THEFT,1,40235,1609.4,40235,1609.4,Player22,,20.139999999999993,17.0,,
Home,RECOVERY,INTERCEPTION,1,40238,1609.52,40238,1609.52,Player5,,21.199999999999996,17.0,,
Home,CHALLENGE,GROUND-WON,1,40281,1611.24,40281,1611.24,Player5,,21.199999999999996,10.879999999999999,,
Away,CHALLENGE,TACKLE-LOST,1,40284,1611.36,40284,1611.36,Player22,,21.199999999999996,10.200000000000001,,
Home,PASS,,1,40439,1617.56,40472,1618.88,Player5,Player1,5.300000000000004,21.76,21.199999999999996,27.200000000000003
Home,PASS,,1,40499,1619.96,40539,1621.56,Player1,Player2,21.199999999999996,26.52,38.16,15.639999999999999
Home,PASS,,1,40585,1623.4,40618,1624.72,Player2,Player3,38.16,7.479999999999999,34.98,-10.880000000000003
Home,PASS,,1,40704,1628.16,40724,1628.96,Player3,Player4,26.5,-13.599999999999998,23.319999999999997,-24.48
Home,PASS,,1,40752,1630.08,40770,1630.8,Player4,Player6,22.259999999999998,-24.48,15.900000000000002,-12.919999999999996
Home,PASS,,1,40794,1631.76,40819,1632.76,Player6,Player8,15.900000000000002,-14.279999999999998,4.240000000000004,-29.240000000000002
Home,PASS,,1,40933,1637.32,40953,1638.12,Player8,Player4,16.960000000000004,-31.959999999999997,25.439999999999998,-31.959999999999997
Home,CHALLENGE,GROUND-WON,1,40980,1639.2,40980,1639.2,Player4,,25.439999999999998,-31.959999999999997,,
Home,PASS,,1,40980,1639.2,41045,1641.8,Player4,Player8,25.439999999999998,-31.959999999999997,13.780000000000001,-29.240000000000002
Away,CHALLENGE,TACKLE-LOST,1,40984,1639.36,40984,1639.36,Player23,,24.38,-31.959999999999997,,
Home,PASS,,1,41089,1643.56,41106,1644.24,Player8,Player9,8.479999999999995,-27.200000000000003,4.240000000000004,-17.0
Home,PASS,,1,41195,1647.8,41240,1649.6,Player9,Player2,1.060000000000001,0.6800000000000006,8.479999999999995,17.68
Home,PASS,,1,41240,1649.6,41277,1651.08,Player2,Player5,8.479999999999995,17.68,5.300000000000004,10.879999999999999
Home,PASS,,1,41277,1651.08,41315,1652.6,Player5,Player6,5.300000000000004,10.879999999999999,2.120000000000002,0.6800000000000006
Home,PASS,,1,41349,1653.96,41396,1655.84,Player6,Player8,0.0,-0.6800000000000006,-12.719999999999999,-26.52
Home,BALL LOST,INTERCEPTION,1,41471,1658.84,41488,1659.52,Player8,,-20.14,-27.880000000000003,-26.5,-15.639999999999999
Away,RECOVERY,INTERCEPTION,1,41498,1659.92,41498,1659.92,Player21,,-24.38,-18.36,,
Away,CHALLENGE,TACKLE-FAULT-WON,1,41538,1661.52,41538,1661.52,Player21,,-24.38,-19.720000000000002,,
Home,CHALLENGE,GROUND-FAULT-LOST,1,41543,1661.72,41543,1661.72,Player7,,-24.38,-19.040000000000003,,
Away,FAULT RECEIVED,,1,41562,1662.48,41562,1662.48,Player21,,-23.319999999999997,-22.439999999999998,,
Away,SET PIECE,FREE KICK,1,41845,1673.8,41845,1673.8,Player16,,,,,
Away,PASS,,1,41848,1673.92,41896,1675.84,Player16,Player17,-24.38,-18.36,-34.98,6.799999999999999
Away,PASS,,1,41936,1677.44,41966,1678.64,Player17,Player18,-33.92,12.24,-24.38,27.200000000000003
Away,PASS,,1,41994,1679.76,42019,1680.76,Player18,Player20,-24.38,27.200000000000003,-19.08,13.600000000000001
Home,CHALLENGE,GROUND-LOST,1,42056,1682.24,42056,1682.24,Player6,,-19.08,17.0,,
Away,CHALLENGE,TACKLE-WON,1,42113,1684.52,42113,1684.52,Player20,,-21.200000000000003,16.32,,
Away,PASS,,1,42130,1685.2,42148,1685.92,Player20,Player18,-21.200000000000003,17.0,-24.38,27.200000000000003
Away,PASS,,1,42219,1688.76,42237,1689.48,Player18,Player20,-13.780000000000001,31.959999999999997,-18.02,23.119999999999997
Away,CHALLENGE,TACKLE-WON,1,42274,1690.96,42274,1690.96,Player20,,-18.02,22.439999999999998,,
Home,CHALLENGE,GROUND-FAULT-LOST,1,42283,1691.32,42283,1691.32,Player6,,-18.02,21.76,,
Away,CHALLENGE,TACKLE-FAULT-WON,1,42303,1692.12,42303,1692.12,Player20,,-19.08,22.439999999999998,,
Away,FAULT RECEIVED,,1,42303,1692.12,42303,1692.12,Player20,,-19.08,22.439999999999998,,
Away,SET PIECE,FREE KICK,1,42507,1700.28,42507,1700.28,Player20,,,,,
Away,PASS,,1,42509,1700.36,42547,1701.88,Player20,Player21,-14.840000000000002,22.439999999999998,-8.480000000000002,8.84
Away,PASS,,1,42550,1702.0,42593,1703.72,Player21,Player17,-8.480000000000002,8.84,-23.319999999999997,8.16
Away,PASS,,1,42633,1705.32,42668,1706.72,Player17,Player16,-22.26,4.760000000000001,-16.959999999999997,-14.959999999999997
Away,PASS,,1,42700,1708.0,42735,1709.4,Player16,Player15,-16.959999999999997,-15.639999999999999,-11.659999999999998,-30.599999999999998
Away,PASS,,1,42753,1710.12,42776,1711.04,Player15,Player19,-12.719999999999999,-31.279999999999998,-3.180000000000003,-23.799999999999997
Home,CHALLENGE,GROUND-ADVANTAGE-LOST,1,42812,1712.48,42812,1712.48,Player7,,-3.180000000000003,-26.52,,
Away,CHALLENGE,TACKLE-FAULT-WON,1,42857,1714.28,42857,1714.28,Player19,,4.240000000000004,-31.959999999999997,,
Away,FAULT RECEIVED,,1,42857,1714.28,42857,1714.28,Player19,,4.240000000000004,-31.959999999999997,,
Home,RECOVERY,INTERCEPTION,1,42863,1714.52,42863,1714.52,Player4,,8.479999999999995,-29.919999999999995,,
Home,BALL LOST,FORCED,1,42863,1714.52,42903,1716.12,Player4,,8.479999999999995,-29.919999999999995,11.659999999999998,-23.799999999999997
Away,SET PIECE,FREE KICK,1,43138,1725.52,43138,1725.52,Player16,,,,,
Away,PASS,,1,43155,1726.2,43202,1728.08,Player16,Player21,-1.060000000000001,-25.84,-3.180000000000003,-12.919999999999996
Away,PASS,,1,43233,1729.32,43286,1731.44,Player21,Player17,-5.299999999999999,-10.200000000000001,-5.299999999999999,11.559999999999999
Away,PASS,,1,43336,1733.44,43363,1734.52,Player17,Player18,-1.060000000000001,15.639999999999999,14.840000000000002,31.959999999999997
Away,PASS,,1,43401,1736.04,43468,1738.72,Player18,Player22,16.960000000000004,30.6,48.76,25.84
Home,CHALLENGE,TACKLE-WON,1,43477,1739.08,43477,1739.08,Player1,,49.82,25.16,,
Home,RECOVERY,THEFT,1,43477,1739.08,43477,1739.08,Player1,,49.82,25.16,,
Home,BALL LOST,INTERCEPTION,1,43477,1739.08,43479,1739.16,Player1,,49.82,25.16,51.94,23.799999999999997
Away,BALL OUT,,1,43517,1740.68,43525,1741.0,Player22,,56.18,22.439999999999998,54.06,21.08
Home,RECOVERY,,1,44682,1787.28,44682,1787.28,Player11,,48.76,-6.799999999999999,,
Home,BALL LOST,GOAL KICK-INTERCEPTION,1,44682,1787.28,44773,1790.92,Player11,,48.76,-6.799999999999999,-2.120000000000002,-23.119999999999997
Away,CHALLENGE,AERIAL-WON,1,44772,1790.88,44772,1790.88,Player21,,-3.180000000000003,-21.759999999999998,,
Away,RECOVERY,INTERCEPTION,1,44772,1790.88,44772,1790.88,Player21,,-3.180000000000003,-21.759999999999998,,
Home,CHALLENGE,AERIAL-LOST,1,44773,1790.92,44773,1790.92,Player10,,-3.180000000000003,-21.759999999999998,,
Away,PASS,HEAD,1,44776,1791.04,44796,1791.84,Player21,Player15,-2.120000000000002,-21.759999999999998,-11.659999999999998,-27.880000000000003
Away,BALL LOST,INTERCEPTION,1,44798,1791.92,44826,1793.04,Player15,,-10.599999999999998,-27.880000000000003,-8.480000000000002,-25.84
Home,RECOVERY,INTERCEPTION,1,44800,1792.0,44800,1792.0,Player8,,-8.480000000000002,-29.240000000000002,,
Home,PASS,,1,44800,1792.0,44842,1793.68,Player8,Player10,-8.480000000000002,-29.240000000000002,-6.359999999999999,-21.080000000000005
