Time [s],Period,HomeHull,AwayHull
692.0,1.0,899.3233033025681,971.5856698111281
694.0,1.0,715.9986569554001,891.3346877794401
696.0,1.0,587.3789018916241,847.733043052168
698.0,1.0,574.890467507728,877.153954600088
700.0,1.0,596.48149468472,977.17410176112
702.0,1.0,455.061010665,915.991242181392
704.0,1.0,370.601434401928,898.681303032648
706.0,1.0,351.33788797641597,917.529975978448
708.0,1.0,395.85156926892796,1024.694976359864
710.0,1.0,465.88762546884806,1071.327639385
712.0,1.0,501.309087995768,1074.6856656786163
714.0,1.0,494.46963201944004,1063.5296380018958
716.0,1.0,466.514135840472,1098.291197309608
718.0,1.0,384.162563691808,1098.108186117528
720.0,1.0,322.079885474448,999.5113999486239
722.0,1.0,344.202693324664,907.862081455848
724.0,1.0,419.389255650376,842.23486706888
726.0,1.0,470.49071991210394,874.8726071821761
728.0,1.0,502.38927400316004,930.302257394696
730.0,1.0,516.754434544768,903.49797431452
732.0,1.0,588.780992501024,773.9351689608561
734.0,1.0,549.9435185785039,643.189303192968
736.0,1.0,620.1594751130319,659.430154917192
738.0,1.0,797.037777925088,851.602692724472
740.0,1.0,808.2524062189386,946.098571410736
779.0,1.0,162.58599835821065,1012.903568045808
781.0,1.0,188.295855303792,1080.597678263608
783.0,1.0,176.02567532524,1254.488499941136
785.0,1.0,207.262176209264,1245.394988860432
787.0,1.0,255.80176431723203,1203.2684264824802
789.0,1.0,329.63741378500004,1000.979971138552
791.0,1.0,490.54118358448795,865.479529624856
793.0,1.0,734.971560473168,834.424804063648
795.0,1.0,889.036666138376,821.745256616384
797.0,1.0,989.62933838916,799.041267726168
799.0,1.0,1029.705463315872,786.139068316008
801.0,1.0,1079.578770138384,712.3446106292879
803.0,1.0,1107.377544777176,645.3018009691921
805.0,1.0,1072.006900776616,674.9366537129199
807.0,1.0,976.768329758136,638.755594241328
809.0,1.0,803.2141602217839,557.162434344872
811.0,1.0,823.447793395552,564.9359201739039
813.0,1.0,933.549705270168,621.0872803964239
815.0,1.0,985.4711857706079,631.0646145968881
817.0,1.0,1007.023805033104,641.656753809456
819.0,1.0,1031.7940452003759,642.902747869944
821.0,1.0,1129.515513949008,599.121106999328
823.0,1.0,1225.5380581067602,563.140202061232
825.0,1.0,1267.040350222536,661.60674149376
827.0,1.0,1364.851961188424,760.004923209568
829.0,1.0,1293.2546914072323,685.647772101848
831.0,1.0,1163.4059876532478,619.721168742472
833.0,1.0,1168.028797735256,601.50118870024
835.0,1.0,1131.5845134706801,564.3733557761041
837.0,1.0,1042.6547571526958,646.709419746984
839.0,1.0,1165.210899541088,833.951154822016
841.0,1.0,1266.775333037816,923.3446281468639
843.0,1.0,959.93544550128,937.210216941624
845.0,1.0,780.94849066932,1053.445018286008
847.0,1.0,613.5291481124659,941.9938390879365
866.0,1.0,557.024640861328,907.963782407488
868.0,1.0,647.412910672024,1079.11636509564
870.0,1.0,665.517866070144,1296.5346311807439
872.0,1.0,714.823721975416,1402.63884919524
874.0,1.0,753.879159828088,1353.2535134202162
876.0,1.0,719.6560858589601,1297.0004367560641
878.0,1.0,744.8671366722319,1328.060764245128
880.0,1.0,805.5909208222799,1410.306300500496
882.0,1.0,750.668955623744,1430.0448016589762
884.0,1.0,748.984013608616,1451.3353899390718
886.0,1.0,826.082540411072,1485.76084757336
888.0,1.0,903.376267140816,1558.5805705916
890.0,1.0,1032.398566731872,1741.8623349033442
892.0,1.0,1059.272169003888,1785.526691493928
894.0,1.0,1072.923375840848,1709.901629731376
896.0,1.0,1081.6299651864638,1599.652102370392
898.0,1.0,1092.424940149952,1483.3202076297919
900.0,1.0,1214.462557622192,1350.6990250339759
902.0,1.0,1198.994451294216,1140.7654256671522
904.0,1.0,1297.228356801088,1081.8446270813602
906.0,1.0,1358.119983728928,1177.505410166888
908.0,1.0,938.9344631781964,1218.5928518077558
918.0,1.0,495.588436580712,1219.2064181786477
920.0,1.0,452.26325354016,1252.526541994544
